(AICL) root@4c91ca1b33d2:~/conda/share/doc/2026# CUDA_VISIBLE_DEVICES=0 sh ./scripts/train.sh
epoch=  292  step= 3800  Loss=0.6633  cls_acc=90.95  best_map=46.39
[0.7143 0.6594 0.5685 0.4805 0.3511 0.2393 0.1363]
epoch=  296  step= 3850  Loss=0.6528  cls_acc=90.95  best_map=46.39
[0.7119 0.6571 0.5686 0.4788 0.3541 0.2412 0.1400]
epoch=  299  step= 3900  Loss=0.6507  cls_acc=89.52  best_map=46.39
[0.6897 0.6371 0.5422 0.4544 0.3391 0.2274 0.1330]
epoch=  303  step= 3950  Loss=0.6633  cls_acc=86.19  best_map=46.39
[0.7316 0.6761 0.5823 0.4910 0.3628 0.2512 0.1437]
epoch=  307  step= 4000  Loss=0.6514  cls_acc=92.86  best_map=46.39
[0.7262 0.6723 0.5794 0.4856 0.3625 0.2454 0.1418]
epoch=  311  step= 4050  Loss=0.6377  cls_acc=92.38  best_map=46.39
[0.7219 0.6707 0.5750 0.4815 0.3630 0.2435 0.1426]
epoch=  315  step= 4100  Loss=0.6313  cls_acc=91.43  best_map=46.39
[0.7298 0.6763 0.5810 0.4857 0.3614 0.2486 0.1414]
epoch=  319  step= 4150  Loss=0.6233  cls_acc=91.90  best_map=46.39
[0.7285 0.6754 0.5808 0.4858 0.3606 0.2452 0.1410]
epoch=  323  step= 4200  Loss=0.6177  cls_acc=91.43  best_map=46.39
[0.7328 0.6812 0.5846 0.4897 0.3650 0.2486 0.1433]
epoch=  326  step= 4250  Loss=0.6166  cls_acc=92.86  best_map=46.39
[0.7267 0.6716 0.5774 0.4878 0.3633 0.2456 0.1418]
epoch=  330  step= 4300  Loss=0.5968  cls_acc=92.38  best_map=46.39
[0.7303 0.6753 0.5845 0.4886 0.3662 0.2481 0.1422]
epoch=  334  step= 4350  Loss=0.6050  cls_acc=91.43  best_map=46.39
[0.7292 0.6737 0.5799 0.4822 0.3585 0.2438 0.1414]
epoch=  338  step= 4400  Loss=0.5797  cls_acc=91.90  best_map=46.39
[0.7266 0.6728 0.5821 0.4849 0.3613 0.2440 0.1444]
epoch=  342  step= 4450  Loss=0.5837  cls_acc=90.95  best_map=46.39
[0.7166 0.6645 0.5751 0.4812 0.3567 0.2410 0.1397]
epoch=  346  step= 4500  Loss=0.5855  cls_acc=90.00  best_map=46.39
[0.7141 0.6589 0.5708 0.4744 0.3539 0.2394 0.1368]
epoch=  349  step= 4550  Loss=0.5785  cls_acc=89.52  best_map=46.39
[0.7128 0.6577 0.5670 0.4757 0.3556 0.2446 0.1406]
epoch=  353  step= 4600  Loss=0.5758  cls_acc=90.48  best_map=46.39
[0.7171 0.6625 0.5711 0.4782 0.3543 0.2404 0.1392]
epoch=  357  step= 4650  Loss=0.5660  cls_acc=90.48  best_map=46.39
[0.7197 0.6638 0.5720 0.4754 0.3513 0.2390 0.1353]
epoch=  361  step= 4700  Loss=0.5592  cls_acc=90.00  best_map=46.39
[0.7267 0.6718 0.5790 0.4806 0.3568 0.2419 0.1401]
epoch=  365  step= 4750  Loss=0.5471  cls_acc=90.95  best_map=46.39
[0.7270 0.6703 0.5782 0.4827 0.3604 0.2428 0.1415]
